organization_id,name,organization_type,target_lists,status,city,website,linkedin_url,source_kind,source_url,discovered_at,last_updated_at,notes
org-whatnot,Whatnot,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/whatnot,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=W2020 | team_size=731 employees | location=Los Angeles, CA, USA | tags=marketplace,e-commerce | description=Whatnot is the largest livestream shopping platform in the U.S., connecting buyers and sellers in real-time across any category – from collectibles like trading cards to comics, fashion, sneakers, and more."
org-honeylove,Honeylove,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/honeylove,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=S2018 | team_size=100 employees | location=Los Angeles, CA, USA | tags=smart-clothing | description=Honeylove is a DTC startup founded by EDM artist Betsie Larkin. After searching high and low for quality shapewear that made her feel confident on stage, Betsie decided to create her own line of stage-worthy shapewear and launched publicly in 2018. Since then, Honeylove has expanded to tops, bras, and many other garments that have set new standards in their verticals. We apply a technical and artistic approach to problems we see in the fashion industry, creating products that serve our customers of all shapes, sizes, and backgrounds."
org-coinbase,Coinbase,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/coinbase,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=S2012 | team_size=6,112 employees | location=Los Angeles | description=Founded in June of 2012, Coinbase is a digital currency wallet and platform where merchants and consumers can transact with new digital currencies like bitcoin, ethereum, and litecoin. Our vision is to bring more innovation, efficiency, and equality of opportunity to the world by building an open financial system. Our first step on that journey is making digital currency accessible and approachable for everyone. Two principles guide our efforts. First, be the most trusted company in our domain. Second, create user-focused products that are easier and more intuitive to use. crypto-web3"
org-goat-group,GOAT Group,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/goat-group,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=W2011 | team_size=1,600 employees | location=Los Angeles, CA, USA | tags=marketplace | description=GOAT Group represents the leading platforms for authentic sneakers, apparel and accessories. Operating four distinct brands–GOAT, Flight Club, Grailed and alias–GOAT Group has a global community of over 50M members across 170 countries. We are backed by some of the leading names in venture capital including Accel Partners, Andreessen Horowitz, Index Ventures, Matrix Partners, NEA, SV Angel, Upfront Ventures, Webb Investment Network and Y Combinator."
org-advanced-metal-research,Advanced Metal Research,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/advanced-metal-research,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=P2026 | team_size=3 employees | location=Los Angeles, CA, USA | tags=hardware,robotics,manufacturing | description=America does not just need more welders. It needs welding knowledge that can scale. The American Welding Society projects 320,500 new welding professionals will be needed by 2029, with about 80,000 jobs to be filled annually from 2025 to 2029. More than 157,000 current welding professionals are approaching retirement. Welders are only a small share of the skilled-trades workforce, but welding accounts for an outsized share of projected capability demand. The market calls it a labor shortage. AMR sees a learning bottleneck. We are building American-made robotic welding cells that combine computer vision to provide real-time seam tracking and post-weld inspection to turn welding from a scarce manual process into a closed-loop manufacturing system that learns from every weld as it happens."
org-surtr-defense-systems,Surtr Defense Systems,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/surtr-defense-systems,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=P2026 | team_size=2 employees | location=Los Angeles, CA, USA | tags=computer-vision | description=Surtr builds ParallaxOS, the open operating system for counter-UAS. It takes sensor data from any radar, RF detector, camera, or acoustic array and fuses it into a single unified picture with AI-driven threat classification and engagement recommendations. One interface, any hardware, human in the loop."
org-ornadyne,Ornadyne,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/ornadyne,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=P2026 | team_size=2 employees | location=Los Angeles, CA, USA | tags=aerospace,hard-tech,robotics,drones | description=Ornadyne builds flapping-wing drones for reconnaissance that look, fly, and sound like birds. Today’s drones are easy to detect acoustically, visually, and electronically. As counter-UAS systems improve, traditional quadcopters and fixed-wing UAS systems are becoming increasingly ineffective for close-range surveillance. Flapping-wing aircraft have existed for years, but have lacked the performance, endurance, and control required for real-world deployment. We’re changing that by engineering a high-performance, stealth-optimized system built from first principles for efficiency, autonomy, and reliable field use. The final frontier of surveillance won’t look like machines; it will look like wildlife already in the sky. Maybe birds aren't real?"
org-alt-x,Alt-X,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/alt-x,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=W2026 | team_size=2 employees | location=Los Angeles | description=Alt-X is building the Cursor for financial modeling in Excel, an Excel agent that you can actually trust. Private-market investing still runs on Excel. Every year, trillions of dollars in real estate and private-equity deals are underwritten through manual spreadsheet work — copying numbers from PDFs, CIMs, and data rooms into fragile models that analysts rebuild from scratch. Alt-X is the AI underwriting layer for Excel. It turns raw deal materials into clean, auditable financial models inside Excel, automatically extracting key metrics and generating institutional-grade underwriting models that analysts can immediately review and edit. Building reliable AI workflows for financial models is difficult. Underwriting models contain thousands of interdependent formulas across multiple sheets, and small errors can materially change investment decisions. Alt-X focuses on making model generation and data extraction reliable enough for real deal workflows, not just demos. We built our product to underwrite billions. Ryan Samadi (Stanford CS/AI, former Citadel trader) and Michael Wachsmann (Cornell CS, infrastructure engineer) have spent years building systems around financial data and modeling workflows. We have hundreds of millions in AUM using us already, and our users already prefer us to legacy cash flow modeling tools in the real estate space. Private markets remain one of the largest manual workflows in finance. Alt-X’s goal is to become the default infrastructure layer for underwriting private-market investments inside Excel."
org-absurd,Absurd,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/absurd,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=F2025 | team_size=6 employees | location=Los Angeles | tags=generative-ai,video,marketing,media,advertising | description=Absurd makes AI brand and performance ads at scale. Our last video for Kalshi (""Election Day"") did 1M+ views, and our videos average 400K+ organic views. Companies like Hims, Kalshi, Replit, and Brex use Absurd to create production-quality videos in 72 hours. We do it with a multi-agent orchestration layer, working closely with your team from concept to final cut. Try it at absurd.com"
org-pixley-ai,Pixley AI,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/pixley-ai,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=F2025 | team_size=2 employees | location=Los Angeles | tags=ai-enhanced-learning,generative-ai,ai | description=Pixley is the first platform where kids can turn their drawings and ideas into fully animated cartoons in minutes. In just 3 weeks after launch, over 1000 families across 75 countries have already started creating stories. We’re starting with a clear wedge: personalized kids’ entertainment. Parents are tired of overstimulating, low-value content from YouTube and Netflix. Pixley gives them safe and personalized stories that encourage learning and imagination. But kids’ cartoons are just the beginning. As video generation improves, all video content will shift from manual production to being personalized and generated. Our long-term goal is to build the AI Netflix: a platform where shows and movies aren’t recommended, but instead generated around each viewer’s interests and habits. We’re 19 year old CS dropouts who’ve known each other since elementary school and won 4 hackathons at 15. After seeing AI flood the internet with low-quality content, we created Pixley – a safe, personalized way for kids to turn their ideas into animated stories."
org-primer,Primer,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/primer,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=F2025 | team_size=2 employees | location=Los Angeles | tags=saas,sales,customer-support,artificial-intelligence | description=Primer is an AI agent that sells, onboards, and supports users automatically through live, personalized walkthroughs."
org-wardstone,Wardstone,startup,yc;startup;la,Discovered,El Segundo,,,yc_directory,https://www.ycombinator.com/companies/wardstone,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=F2025 | team_size=5 employees | location=El Segundo, CA, USA | description=Wardstone is a space defense-tech company developing next-generation capabilities to protect the United States and its allies from missiles and other space-based threats. We design, build, and deploy satellites equipped with space-based interceptors to kinetically counter hypersonic and ballistic missiles."
org-pares-ai,PARES AI,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/pares-ai,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=S2025 | team_size=3 employees | location=Los Angeles | tags=real-estate,conversational-ai,ai,proptech | description=PARES is an AI-native real estate services firm, providing investment sales brokerage, leasing, property management, and acquisition advisory to institutional and middle-market property owners and investors across the country. Real estate is an extremely labor-intensive business, often requiring scaling headcount to grow, being extremely local to submarkets, and operating on low margins. With AI, these services can be centralized and delivered better, faster, and at a fraction of the cost. AI-native brokerage: - Prospecting sellers through automated inbound and outbound outreach - Underwriting deals and producing marketing materials with speed and precision - Surfacing hidden buyers, running the marketing process, and negotiating contracts - Handling all back-office, accounting, and additional support AI-native property management: - Communicating with tenants and vendors around the clock - Screening leasing prospects, sending applications, and drafting leases - Collecting rents, making payments, and chasing delinquencies - Running accounting, payroll, and owner reporting Check us out at https://www.pares.ai/"
org-habit,HABIT,startup,yc;startup;la,Discovered,El Segundo,,,yc_directory,https://www.ycombinator.com/companies/habit,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=P2025 | location=El Segundo, CA, USA | tags=retail,consumer,robotics,ai | description=Every month, our robots greet tens of thousands of Americans with a smile. They answer questions, upsell customers, and can be trained just like a human employee. b2b"
org-mindfort,MindFort,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/mindfort,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=P2025 | team_size=5 employees | location=Los Angeles | description=MindFort is building fully autonomous AI agents powered by their in-house models that can find, exploit, and patch complex vulnerabilities in web applications at massive scale. MindFort agents use the same principles as human penetration testers to understand their target and figure out the best ways to work together to exploit it. We can do fully autonomous AI web pentesting and bring offensive security to teams out numbered. While security teams were already behind with legacy tools and processes, AI coding is make the problem worse. AI generates code far faster than human teams can secure it; MindFort can match that speed and scale. Our agents will become critical as organizations scale up development with AI."
org-chrt,chrt,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/chrt,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=P2025 | team_size=5 employees | location=Los Angeles | description=chrt is a logistics platform for time-critical shipping. We enable businesses to deliver their most critical items same-day. Time-Critical Logistics is a $30B market growing at a 20% CAGR driven by growth in American healthcare and manufacturing. Businesses that place time-critical orders are enterprises who have urgent items they need to deliver ASAP. These orders are critical in nature and often require white glove service -- think therapeutic treatments for healthcare providers or specialized equipment for manufacturers. chrt builds the software for forwarders and professional couriers who pick up and deliver these orders. Couriers use chrt to coordinate and track their shipments, including a driver app and fleet management tools. Forwarders use chrt to dispatch couriers, book flights, and track time-critical orders from start to finish. Shippers use chrt to place these orders with their providers and to monitor everything. In addition, we also sell physical tracking devices that can be used to track valuable cargo or assets. This gives us full control of the shipment and allows us to provide shippers with end-to-end tracking. It also allows us to intervene early if we notice something is going wrong. We’re software engineers that became friends years ago at McKinsey. Kyle is an expert in Time-Critical Logistics, having led strategy at a leader in the space. Aaron is an expert at designing and implementing AI systems to handle complex coordination. We were shipping code together on nights and weekends for years before chrt; now we’re also shipping freight."
org-notus-autonomous-systems,Notus Autonomous Systems,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/notus-autonomous-systems,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=P2025 | team_size=3 employees | location=Los Angeles | tags=ai,drones,robotics | description=We are making drone swarms of arbitrary size which are strategically immune to RF interference using phased arrays at 60GHz steered by a novel radar algorithm. 3d-printing"
org-vassar-robotics,Vassar Robotics,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/vassar-robotics,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=P2025 | team_size=3 employees | location=Los Angeles | description=We build home humanoids the practical way—an open, mass-produced developer kit powering a real-home teleop data flywheel to autonomy, giving families back 20 hours/week."
org-splash-inc,Splash Inc.,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/splash-inc,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=W2025 | team_size=9 employees | location=Los Angeles | description=Splash is developing the next generation of autonomous surface vessels (ASVs) to provide National Security and defend critical assets such as oil rigs and shipping terminals. Our long-term vision is to make traditional naval vessels obsolete by creating a fleet of low-cost and versatile boats which will be able to dominate the seas. Our expertise in mass manufacturing, engineering and quickly scaling operations will make this vision a reality."
org-orbital-operations,Orbital Operations,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/orbital-operations,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=W2025 | team_size=2 employees | location=Los Angeles | description=Orbital Operations is developing a high thrust, reusable space vehicle for satellite defense. We protect critical satellites, like GPS and Military communication satellites, from adversarial threats, like China and Russia. Our vehicle will use the exact same propulsion systems that launch vehicles have used for decades by implementing a cryogenic management system. This will give us over 100x the thrust or current in-space propulsion. Ross and I have over 15 years of combined aerospace experience across NASA, Aerojet Rocketdyne, SpaceX, Blue Origin, and Relativity Space. We’ve worked side by side for more than 3.5 years developing propulsion systems, turbomachinery, and building our own respective engineering teams. We are currently working on the first demo of our unique cryo management system and intend to launch an operational vehicle by 2027."
org-endstack,Endstack,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/endstack,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=F2024 | team_size=2 employees | location=Los Angeles, CA, USA | tags=generative-ai,developer-tools,artificial-intelligence,ai-assistant | description=Endstack is a desktop OS optimized for humans and agents running in the cloud. Your desktop is powered by endOS, giving you a real desktop workspace in the browser backed by Linux in the cloud. Files, notes, browser tabs, native apps, terminals, and all your agents in one beautiful, familiar, interface. You get a powerful agent running 24/7, integrated at the system level into endOS that you can also reach via Slack, email, or SMS. Endstack desktops are also natively multiplayer, allowing for realtime collaboration with teammates."
org-ares-industries,Ares Industries,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/ares-industries,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=S2024 | team_size=2 employees | location=Los Angeles | tags=aerospace,industrial"
org-voker,Voker,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/voker,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,"batch=S2024 | team_size=6 employees | location=Los Angeles, CA, USA | tags=analytics,big-data,developer-tools,ai,generative-ai | description=Voker is the Agent Analytics Platform for monitoring and improving your AI agents. Companies like Dutch.com use our SDK to build better agents. Alex and Tyler met at a high-growth E-Commerce startup where Tyler was running Technology & Data. Together, they built AI products that bootstrapped the company profitably to $100MM in Revenue."
org-sonatoria,Sonatoria,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/sonatoria,2026-05-27T12:03:07+00:00,2026-05-27T12:03:07+00:00,batch=S2024 | team_size=2 employees | location=Los Angeles
org-bae-systems-inc,"BAE Systems, Inc.",company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/bae-systems,2026-05-27T12:03:09+00:00,2026-05-27T12:03:09+00:00,"team_size=40,000 Employees | location=23 Offices | jobs_count=1 | tags=aerospace,hardware,information technology,security,software,cybersecurity,defense | description=Improving the future and protecting lives is an ambitious mission, but it’s what we do. As a leading aerospace, defense, and security company, we work together to deliver a full range of products and services for air, land, space, and naval forces, as well as advanced electronics, security, information technology solutions and customer support services. How we work is rooted..."
org-block,Block,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/block-inc,2026-05-27T12:03:09+00:00,2026-05-27T12:03:09+00:00,"team_size=12,000 Employees | location=23 Offices | jobs_count=1 | tags=blockchain,ecommerce,fintech,payments,software,financial services,cryptocurrency | description=Block, Inc. is a global technology company with a focus on financial services. Made up of Square, Cash App, Afterpay, TIDAL, Bitkey, and Proto, Block, Inc. builds technology to increase access to the global economy. Each of our brands unlocks different aspects of the economy for more people. Square makes commerce and financial services accessible to sellers. Cash App is the..."
org-boeing,Boeing,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/boeing,2026-05-27T12:03:09+00:00,2026-05-27T12:03:09+00:00,"team_size=170,000 Employees | location=33 Offices | jobs_count=1 | tags=aerospace,information technology,software,cybersecurity,design,defense,manufacturing | description=A leading global aerospace company and top U.S. exporter, Boeing develops, manufactures and services commercial airplanes, defense products and space systems for customers in more than 150 countries. Our U.S. and global workforce and supplier base drive innovation, economic opportunity, sustainability and community impact. Boeing is committed to fostering a culture based on our core values of safety, quality and..."
org-munchkin-inc,"Munchkin, Inc.",company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/munchkin-inc,2026-05-27T12:03:09+00:00,2026-05-27T12:03:09+00:00,"team_size=325 Employees | location=6 Offices | jobs_count=1 | tags=consumer web,ecommerce,food,kids+family,design,manufacturing | description=WHY Brands Inc., a parent company of Munchkin and Curio Home Goods, focuses on creating, incubating, and growing the next generation of consumer lifestyle brands. Founded in 1990, Munchkin is the leading consumer product company and most loved baby lifestyle brand behind the innovative gear and products for children, mothers and caregivers. Munchkin has sold billions of dollars of products..."
org-spectrum,Spectrum,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/spectrum-0,2026-05-27T12:03:09+00:00,2026-05-27T12:03:09+00:00,"team_size=100,000 Employees | location=7 Offices | jobs_count=1 | tags=information technology,internet of things,mobile,on-demand,software | description=Our Product and Technology team creates, develops, and operates the nation’s fastest mobile service, most reliable internet service, most viewed live TV app, and the most advanced WiFi, serving nearly 100 million users and 500 million devices. We are transforming the next era of connectivity and entertainment experiences together. The experience within Spectrum’s Product and Technology team is unmatched and there..."
org-taboola,Taboola,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/taboola,2026-05-27T12:03:09+00:00,2026-05-27T12:03:09+00:00,"team_size=1,900 Employees | location=33 Offices | jobs_count=1 | tags=adtech,big data,digital media,marketing tech | description=Taboola empowers businesses to grow through performance advertising technology that goes beyond search and social and delivers measurable outcomes at scale. Taboola works with thousands of businesses who advertise directly on Realize, Taboola’s powerful ad platform, reaching approximately 600M daily active users across some of the best publishers in the world. Publishers like NBC News, Yahoo, and OEMs such as Samsung,..."
org-product-ai,Product.ai,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/productai,2026-05-27T12:03:09+00:00,2026-05-27T12:03:09+00:00,"team_size=25 Employees | location=Los Angeles | jobs_count=1 | tags=artificial intelligence,big data,consumer web,ecommerce | description=Product.ai (formerly Demand.io) is the truth layer for commerce. Built on Axiomatic Intelligence — a proprietary adversarial reasoning methodology that stress-tests product claims against physics, economics, and engineering constraints — Product.ai delivers verified purchase verdicts, not summaries. Product.ai tells consumers when NOT to buy. Product.ai emerges from Demand.io, a profitable, bootstrapped AI commerce company whose SimplyCodes platform processes over $1B..."
org-onshore,Onshore,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/onshore,2026-05-27T12:03:09+00:00,2026-05-27T12:03:09+00:00,"team_size=60 Employees | location=3 Offices | jobs_count=1 | tags=artificial intelligence,fintech,software,financial services | description=Traditional firms rely on interviews, retroactive documentation, and billable hours. Onshore applies AI at the point of substantiation, providing documentation tied directly to source data and pairing it with expert review. The result is defensible, audit-ready work delivered in weeks, not quarters. We help companies claim R&D Tax Credits, 179D Deductions, and Cost Segregation with proof, not process. 500+ companies have trusted Onshore..."
org-bellagent,Bellagent,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/bellagent,2026-05-27T12:03:09+00:00,2026-05-27T12:03:09+00:00,"team_size=20 Employees | location=3 Offices | jobs_count=1 | tags=artificial intelligence,machine learning,business intelligence,generative ai | description=Bellagent is an enterprise-level AI agent platform built to automate everyday business operations with zero-touch integrations that connect instantly to more than 1,300 applications. Launched in 2025 by Proactifi Inc., and headquartered in Chicago, the platform is built for practicality with industry-leading compliance and security standards, enabling organizations to deploy AI agents without friction from day one. Bellagent’s mission to..."
org-cloudflare,Cloudflare,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/cloudflare,2026-05-27T12:03:09+00:00,2026-05-27T12:03:09+00:00,"team_size=4,400 Employees | location=13 Offices | jobs_count=1 | tags=cloud,information technology,security,software,cybersecurity | description=Cloudflare, Inc. (NYSE: NET) is the leading connectivity cloud company on a mission to help build a better Internet. It empowers organizations to make their employees, applications and networks faster and more secure everywhere, while reducing complexity and cost. Cloudflare’s connectivity cloud delivers the most full-featured, unified platform of cloud-native products and developer tools, so any organization can gain the..."
org-people-inc,People Inc.,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/people-inc-5,2026-05-27T12:03:09+00:00,2026-05-27T12:03:09+00:00,"team_size=3,500 Employees | location=7 Offices | jobs_count=1 | tags=adtech,consumer web,digital media,ecommerce,marketing tech | description=People Inc. is America’s largest digital and print publisher. Our 40+ iconic and fast-growing brands harness the best intent-driven content, the fastest sites, and the fewest ads to help nearly 200 million people every month, including 95 percent of US women, make decisions, take action, and find inspiration. People Inc. brands include PEOPLE, Better Homes & Gardens, Verywell, FOOD &..."
org-magnite,Magnite,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/magnite,2026-05-27T12:03:09+00:00,2026-05-27T12:03:09+00:00,"team_size=950 Employees | location=19 Offices | jobs_count=1 | tags=adtech,big data,digital media,software | description=Together, we power advertising that enables billions of people to stay informed, entertained, and connected. We introduce them to new ideas, products, and services that make their lives better. And we help media owners of all sizes realize their full potential. That’s a lot — that’s the power of advertising. But it’s only possible with great technology. And that’s where Magnite..."
org-golden-hippo,Golden Hippo,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/golden-hippo,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=500 Employees | location=Los Angeles | jobs_count=1 | tags=digital media,ecommerce,information technology,marketing tech,retail,social media,analytics | description=With over 900 team members across multiple companies dedicated to improving lives, we create best-in-class products that bring health and happiness. Our creative content educates the world on making smarter health choices, while the brands we own generate over $600 million of revenue annually. From brand ideation to ad creation to product fulfillment, the entire process happens in-house."
org-square,Square,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/square,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=12,000 Employees | location=18 Offices | jobs_count=1 | tags=ecommerce,fintech,hardware,payments,software,financial services | description=Since we opened our doors in 2009, the world of commerce has evolved immensely, and so has Square. After enabling anyone to take payments and never miss a sale, we saw sellers stymied by disparate, outmoded products and tools that wouldn’t work together. So we expanded into software and started building integrated, omnichannel solutions – to help sellers sell online, manage..."
org-genius-sports,Genius Sports,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/genius-sports,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=1,800 Employees | location=13 Offices | jobs_count=1 | tags=adtech,artificial intelligence,machine learning,marketing tech,software,sports,big data analytics | description=Genius Sports is the layer between what happens on the field and how the world engages with it. Our solutions across the global sports ecosystem are underpinned by our next generation big data and artificial intelligence platform, GeniusIQ. By ingesting and computing multiple real-time data feeds, GeniusIQ powers a wide range of functions and applications across sports performance and officiation, fan engagement,..."
org-crunchyroll,Crunchyroll,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/crunchyroll,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=1,300 Employees | location=14 Offices | jobs_count=1 | tags=digital media,ecommerce,gaming,mobile,news+entertainment | description=At Crunchyroll, we deliver what anime fans love—anytime, anywhere. With the world’s largest anime streaming library, we connect fans to the stories, characters, and creators they love. But Crunchyroll is more than just a destination to watch anime—it's a global ecosystem where anime lives and breathes beyond the screen. From streaming and theatrical releases to merch, games, news, events, and music, we..."
org-floqast,FloQast,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/floqast,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=800 Employees | location=5 Offices | jobs_count=1 | tags=artificial intelligence,fintech,software | description=By automating and streamlining common accounting workflows to make them more efficient, FloQast is where accounting teams want to work so they can focus on what matters most, even when that’s just logging off on time. Whether automating reconciliations, documentation requests, or streamlining recurring accounting processes, such as the month-end close, financial reporting, or payroll, FloQast's platform enhances the way..."
org-first-entertainment-credit-union,First Entertainment Credit Union,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/first-entertainment-credit-union,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=225 Employees | location=Los Angeles | jobs_count=1 | tags=fintech,financial services | description=Named one of the top 10 Credit Union in California by Forbes, First Entertainment Credit Union has been the financial ally since 1967 for the creators of entertainment and those who support them. With more than 2.1 billion in assets and over 90,000 members, we are constantly looking for talents to help us build a high trust, high performance and..."
org-cash-app,Cash App,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/cash-app,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=3,500 Employees | location=14 Offices | jobs_count=1 | tags=blockchain,fintech,mobile,payments,software,financial services | description=Initially built to take the pain out of peer-to-peer payments, Cash App has gone from a simple product with a single purpose to a dynamic app, bringing a better way to send, spend, invest, borrow and save to our millions of monthly active users. With a mission to redefine the world's relationship with money by making it more relatable, instantly..."
org-wells-fargo,Wells Fargo,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/wells-fargo,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=205,000 Employees | location=12 Offices | jobs_count=1 | tags=fintech,financial services | description=Wells Fargo & Company (NYSE: WFC) is a leading financial services company that has approximately $2.1 trillion in assets. We provide a diversified set of banking, investment and mortgage products and services, as well as consumer and commercial finance, through our four reportable operating segments: Consumer Banking and Lending, Commercial Banking, Corporate and Investment Banking, and Wealth & Investment Management...."
org-headway,Headway,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/headway,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=819 Employees | location=3 Offices | jobs_count=1 | tags=consumer web,healthtech,professional services,social impact,software | description=Headway’s mission is a big one – to build a new mental health care system everyone can access. We’ve built technology that helps people find great therapists with the first software-enabled national network of providers accepting insurance. 1 in 4 people in the US have a treatable mental health condition, but the majority of providers don’t accept insurance, making therapy..."
org-toast,Toast,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/toast,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=5,000 Employees | location=10 Offices | jobs_count=1 | tags=cloud,fintech,food,information technology,software,hospitality | description=Toast is the all-in-one platform built for restaurants of all sizes. Toast provides a single platform of software as a service (SaaS) products and financial technology solutions that give restaurants everything they need to run their business, including point of sale, payments, supplier management, digital ordering and delivery, marketing and loyalty, and team management. By serving as the restaurant operating..."
